1	-1.25
2	-1.75
3	-1.75
4	-0.75
5	-1.75
6	-0.25
7	-0.75
8	-1.25
9	-1.25
10	-0.75
11	-1.25
12	-0.75
13	-1.25
14	-0.25
15	-0.25
16	-0.75
17	-1.25
18	-0.25
19	-0.25
20	-0.75
21	-0.75
22	-1.25
23	0.25
24	-1.25
25	0.25
26	-1.25
27	-0.75
28	-1.25
29	-0.75
30	-0.25
31	-1.25
32	-0.25
33	0.25
34	-0.75
35	-0.75
36	-0.25
37	-0.75
38	-0.25
39	-1.25
40	-1.25
41	-0.75
42	-0.25
43	-0.75
44	-1.25
45	-1.25
46	-1.75
47	-0.75
48	-0.75
49	-0.75
50	-0.25
51	-1.25
52	-0.75
53	-1.25
54	-0.75
55	-1.25
56	-1.25
57	-1.25
58	-1.75
59	-0.75
60	-0.75
61	-0.25
62	-1.75
63	-0.75
64	-0.75
65	-1.25
66	-0.25
67	-0.75
68	-0.25
69	0.75
70	2.25
71	3.75
72	6.25
73	7.25
74	7.75
75	9.25
76	10.25
77	11.25
78	10.75
79	11.25
80	11.25
81	10.75
82	10.75
83	10.25
84	10.75
85	9.25
86	8.75
87	9.25
88	8.75
89	7.25
90	7.25
91	7.75
92	7.25
93	7.25
94	7.25
95	7.25
96	6.75
97	6.75
98	7.25
99	5.75
100	6.25
101	5.25
102	5.75
103	4.75
104	4.75
105	4.75
106	4.75
107	4.25
108	3.75
109	4.75
110	5.25
111	4.75
112	3.75
113	3.75
114	3.25
115	4.25
116	3.25
117	2.75
118	2.75
119	2.75
120	2.75
121	2.75
122	2.25
123	2.75
124	2.25
125	2.75
126	2.25
127	2.25
128	2.25
129	2.25
130	1.75
131	1.75
132	1.75
133	1.75
134	1.75
135	0.75
136	1.25
137	0.75
138	2.25
139	1.25
140	1.25
141	1.75
142	1.25
143	0.75
144	1.75
145	1.25
146	1.25
147	1.25
148	1.25
149	1.75
150	1.25
151	0.75
152	1.25
153	0.75
154	1.25
155	0.25
156	1.25
157	0.25
158	0.75
159	0.25
160	-0.25
161	0.75
162	0.25
163	-0.25
164	0.75
165	-0.75
166	0.25
167	0.75
168	-0.25
169	-0.25
170	0.25
171	0.75
172	-0.75
173	-0.25
174	-0.25
175	-0.25
176	-0.25
177	-0.25
178	0.25
179	-0.25
180	-0.25
181	-0.25
182	-0.25
183	0.25
184	0.25
185	0.25
186	0.25
187	-0.75
188	-0.75
189	-0.25
190	-0.25
191	-0.75
192	0.75
193	0.75
194	-1.25
195	-1.25
196	-1.25
197	0.25
198	-1.25
199	0.25
200	-0.75
201	-1.25
202	-0.25
203	0.25
204	0.25
205	0.25
206	0.25
207	-1.25
208	-0.75
209	-0.75
210	-0.25
211	0.25
212	-0.75
213	0.25
214	-0.25
215	-0.75
216	-0.75
217	-0.25
218	-0.75
219	-1.25
220	-0.75
221	-0.25
222	-1.25
223	0.25
224	-0.25
225	-0.25
226	0.25
227	-1.25
228	-0.75
229	-0.25
230	-0.75
231	-0.75
232	-0.75
233	-0.25
234	-1.25
235	-1.25
236	-0.25
237	-0.75
238	0.25
239	-1.25
240	-0.25
241	-0.75
242	-0.75
243	-0.75
244	-0.25
245	-0.25
246	0.75
247	-1.75
248	-1.25
249	-0.75
250	-1.75
251	-1.25
252	-0.75
253	0.25
254	-0.25
255	-0.25
256	-0.25
257	-1.75
258	-1.25
259	-0.25
260	0.75
261	-2.25
262	-1.25
263	-0.25
264	-0.75
265	-1.75
266	0.25
267	-0.75
268	-0.75
269	-0.25
270	-0.75
271	-0.25
272	-0.25
273	-0.25
274	-0.25
275	-1.25
276	-0.75
277	-0.25
278	0.25
279	-1.25
280	-1.75
281	-1.25
282	-0.75
283	-0.75
284	-0.25
285	-0.25
286	-0.75
287	0.25
288	-1.25
289	-1.25
290	-0.75
291	-0.25
292	-0.75
293	-1.25
294	-0.25
295	-1.25
296	-0.75
297	-0.75
298	-0.25
299	-1.25
300	-1.75
